1502
89.841875, 30.976240, 157.959718, 51.422154
147.427185, 50.623703, 276.474619, 139.644260
125.284343, 111.147477, 192.682669, 23.708953
76.419122, 146.942357, 197.697065, 149.334226
90.085144, 76.561983, 189.415186, 145.921017
120.352361, 19.057029, 182.355258, 56.425762
138.145759, 116.888850, 270.390757, 135.015740
27.001434, 96.661786, 43.559652, 119.980729
128.144880, 93.977851, 196.342368, 131.045766
59.598295, 139.198624, 103.516133, 118.950563
32.198796, 29.582314, 109.759923, 54.691196
96.116590, 36.484302, 181.123839, 133.496347
54.505353, 54.364550, 106.060457, 122.804784
147.863460, 109.927929, 172.972398, 32.010508
141.916435, 64.451777, 166.229638, 21.811280
109.570133, 80.625324, 212.064939, 28.897457
37.533269, 77.277754, 104.173849, 19.008395
122.058111, 66.601934, 137.649055, 27.333477
113.610119, 25.705293, 259.595854, 94.243712
144.999038, 72.836787, 246.099499, 94.259324
52.243708, 57.605936, 181.408895, 147.960933
124.373140, 118.293018, 183.015940, 57.814020
49.590513, 50.176122, 172.274722, 103.084823
88.495660, 141.188878, 218.828220, 149.730836
45.785217, 16.322965, 107.225028, 84.536340
19.303564, 60.330862, 99.278926, 39.237053
22.350857, 110.670941, 169.317962, 120.282586
139.611845, 48.299722, 189.692173, 145.524688
64.547671, 100.677673, 108.775435, 134.762064
52.556590, 64.726412, 175.613743, 94.664425
83.395342, 99.053975, 204.682165, 33.434329
45.804854, 51.864593, 75.746169, 57.202692
138.260165, 81.865201, 265.186396, 68.383741
115.167143, 23.811628, 185.165246, 28.935504
148.713844, 106.861966, 297.438737, 96.839691
31.714510, 47.966211, 76.878615, 94.386856
111.091898, 63.228685, 185.271323, 116.852341
18.382842, 52.472151, 142.071315, 105.331260
121.418468, 111.650212, 257.392430, 66.118627
76.038008, 110.893502, 197.676168, 94.920283
70.003132, 47.260800, 176.382845, 121.297576
25.871969, 106.837202, 67.294145, 45.397694
93.113013, 77.970626, 111.641701, 34.602001
118.101454, 83.213904, 220.031609, 81.509169
27.822028, 67.769205, 132.821539, 85.857516
